"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56","Проверка видимости элемента и его текста: about_us_about","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","3627","test_wrong_email_or_password_authorization[HIDDEN]","tests","2026-06-24","passed","2026-06-24","","test_authorization","",""
"","13","Проверка видимости элемента и его текста: contact_us_support_email","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","9","Проверка видимости элемента: gift_button","tests.test_visible","2026-06-24","passed","2026-06-24","","test_header","",""
"","16","Проверка видимости элемента и его текста: privacy_policy","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","39","Проверка видимости элемента и его текста: aml_policy","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","10","Проверка видимости элемента: social_telegram","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","9","Проверка видимости элемента: social_linkedin","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","4411","test_authorization","tests","2026-06-24","passed","2026-06-24","","test_authorization","",""
"","15","Проверка видимости элемента и его текста: about_us_blog","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","24","Проверка видимости элемента и его текста: polyreg_sro","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","13","Проверка видимости элемента и его текста: contact_us_address","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","78","test_context","tests","2026-06-24","passed","2026-06-24","","test_authorization","",""
"","12","Проверка видимости элемента и его текста: contact_us_info_email","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","15","Проверка видимости элемента и его текста: portfolio","tests.test_visible","2026-06-24","passed","2026-06-24","","test_sidebar","",""
"","10","Проверка видимости элемента: social_facebook","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","1856","Проверка видимости элемента и его текста: logo","tests.test_visible","2026-06-24","passed","2026-06-24","","test_footer","",""
"","12","Проверка видимости элемента и его текста: user_name","tests.test_visible","2026-06-24","passed","2026-06-24","","test_sidebar","",""
"","11","Проверка видимости элемента: balance_value","tests.test_visible","2026-06-24","passed","2026-06-24","","test_sidebar","",""
